line_number,covered
1143,False
769,True
212,False
1147,False
210,False
667,False
133,True
132,True
1141,True
136,False
134,True
627,False
496,True
497,False
167,False
593,False
289,False
406,True
346,False
347,False
403,False
402,True
400,False
281,False
280,False
282,False
348,False
284,False
287,False
408,True
1094,True
994,False
1158,False
993,False
717,False
454,True
1157,False
677,False
1151,False
455,False
938,True
1095,True
379,True
536,True
535,True
533,False
532,True
371,False
370,True
373,True
375,False
697,False
377,False
291,False
1128,True
1129,False
319,False
198,False
1080,False
1120,True
197,False
196,False
1139,False
1127,True
114,False
116,False
111,False
396,True
113,False
277,False
83,True
399,True
84,True
85,True
831,False
791,True
727,True
429,False
1105,True
1019,False
917,True
427,False
426,False
308,False
309,False
449,False
448,True
1154,False
1133,False
1131,True
1137,True
307,False
296,False
109,False
1123,True
106,False
107,False
104,False
105,False
907,False
853,False
290,False
647,True
511,True
1005,False
512,False
432,False
514,True
252,False
458,True
339,True
338,True
451,True
452,False
336,True
331,False
330,False
333,False
457,True
177,False
1160,False
250,False
251,False
499,True
345,False
747,False
405,True
657,False
541,True
187,False
737,False
340,True
1030,False
980,False
707,True
757,True
637,False
927,False
460,False
1109,True
294,False
225,False
224,False
687,False
274,False
813,False
1020,False
969,True
538,True
1104,True
273,False
1102,True
1103,True
1100,True
397,False
1152,False
1108,True
110,False
883,True
153,True
152,True
559,True
154,True
156,False
238,False
279,False
237,False
276,False
959,False
1053,False
871,False
322,False
320,False
1112,False
1117,False
1116,True
895,True
209,False
610,False
779,True
1138,True
484,False
482,False
481,False
949,False
576,True
430,False
478,False
479,False
539,False
359,True
1107,True
