line_number,covered
216,True
214,True
215,True
212,False
210,True
211,True
762,True
763,True
761,True
219,True
135,True
95,True
222,True
407,True
819,True
546,True
545,True
283,True
282,True
285,True
408,True
678,False
715,True
677,True
712,True
711,True
260,True
267,False
265,False
268,True
54,True
57,True
51,True
411,True
825,True
824,True
827,True
295,True
820,True
823,True
197,True
196,True
618,True
315,True
271,True
619,False
110,True
113,True
112,True
80,True
81,True
368,True
366,True
363,True
360,True
361,True
584,True
585,True
580,True
581,True
304,True
381,True
382,True
109,True
385,True
102,True
103,True
106,True
107,True
104,False
789,True
645,True
644,True
647,True
511,True
434,True
512,True
515,True
430,True
431,True
622,True
453,True
454,True
457,True
258,True
252,True
253,True
250,True
251,False
256,True
257,True
857,True
858,True
480,True
753,True
757,True
754,True
758,True
99,False
98,True
224,True
223,True
94,True
220,False
549,True
861,True
863,True
862,True
865,True
765,False
155,False
154,True
157,True
48,True
877,True
45,True
328,True
201,True
200,True
203,True
202,True
207,True
206,True
79,True
78,True
476,True
477,True
681,True
