"","executionId","project","caller","callee","killedM"
"1",1,"closure","com.google.javascript.rhino.head.IdScriptableObject","com.google.javascript.rhino.head.ScriptableObject",16
"2",1,"closure","com.google.javascript.rhino.head.IRFactory","com.google.javascript.rhino.head.Parser",4
"3",1,"closure","com.google.javascript.rhino.head.NativeArray","com.google.javascript.rhino.head.ScriptableObject",3
"4",1,"closure","com.google.javascript.rhino.head.NativeObject","com.google.javascript.rhino.head.ScriptableObject",11
"5",1,"closure","com.google.javascript.rhino.head.regexp.NativeRegExp","com.google.javascript.rhino.head.ScriptRuntime",28
"6",1,"closure","com.google.javascript.rhino.head.tools.debugger.Dim","com.google.javascript.rhino.head.ScriptRuntime",2
"7",1,"closure","com.google.javascript.rhino.jstype.JSType","com.google.javascript.rhino.jstype.FunctionType",190
"8",1,"closure","com.google.javascript.rhino.jstype.JSType","com.google.javascript.rhino.jstype.ProxyObjectType",2
"9",1,"lang","org.apache.commons.lang3.builder.ReflectionToStringBuilder","org.apache.commons.lang3.builder.ToStringBuilder",2
"10",1,"lang","org.apache.commons.lang3.builder.ToStringBuilder","org.apache.commons.lang3.builder.ToStringStyle",5
"11",1,"lang","org.apache.commons.lang3.concurrent.MultiBackgroundInitializer","org.apache.commons.lang3.concurrent.BackgroundInitializer",49
"12",1,"lang","org.apache.commons.lang3.text.StrBuilder$StrBuilderReader","org.apache.commons.lang3.text.StrBuilder",5
"13",1,"lang","org.apache.commons.lang3.text.StrSubstitutor","org.apache.commons.lang3.text.StrBuilder",22
"14",1,"lang","org.apache.commons.lang3.text.translate.UnicodeEscaper","org.apache.commons.lang3.text.translate.CharSequenceTranslator",9
"15",1,"lang","org.apache.commons.lang3.time.FastDateFormat","org.apache.commons.lang3.time.FastDateFormat$TextField",12
"16",1,"math","org.apache.commons.math.analysis.LaguerreSolver","org.apache.commons.math.complex.Complex",33
"17",1,"math","org.apache.commons.math.analysis.MullerSolver","org.apache.commons.math.analysis.UnivariateRealSolverImpl",98
"18",1,"math","org.apache.commons.math.distribution.AbstractIntegerDistribution","org.apache.commons.math.distribution.HypergeometricDistributionImpl",2
"19",1,"math","org.apache.commons.math.geometry.Rotation","org.apache.commons.math.geometry.Vector3D",7
"20",1,"math","org.apache.commons.math.linear.MatrixUtils","org.apache.commons.math.linear.BigMatrixImpl",2
"21",1,"math","org.apache.commons.math.ode.AbstractStepInterpolator","org.apache.commons.math.ode.DormandPrince853StepInterpolator",34
"22",1,"math","org.apache.commons.math.ode.ContinuousOutputModel","org.apache.commons.math.ode.AbstractStepInterpolator",10
"23",1,"math","org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator","org.apache.commons.math.ode.DormandPrince853Integrator",5
"24",1,"math","org.apache.commons.math.ode.EmbeddedRungeKuttaIntegrator","org.apache.commons.math.ode.HighamHall54Integrator",1
"25",1,"math","org.apache.commons.math.ode.GraggBulirschStoerIntegrator","org.apache.commons.math.ode.AdaptiveStepsizeIntegrator",10
"26",1,"math","org.apache.commons.math.ode.GraggBulirschStoerIntegrator","org.apache.commons.math.ode.SwitchingFunctionsHandler",3
"27",1,"math","org.apache.commons.math.ode.GraggBulirschStoerStepInterpolator","org.apache.commons.math.ode.AbstractStepInterpolator",19
"28",1,"math","org.apache.commons.math.ode.SwitchingFunctionsHandler","org.apache.commons.math.ode.SwitchState",35
"29",1,"math","org.apache.commons.math.ode.SwitchState","org.apache.commons.math.analysis.BrentSolver",1
"30",1,"math","org.apache.commons.math.optimization.NelderMead","org.apache.commons.math.optimization.DirectSearchOptimizer",110
"31",1,"math","org.apache.commons.math.random.EmpiricalDistributionImpl","org.apache.commons.math.stat.descriptive.SummaryStatistics",36
"32",1,"math","org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic","org.apache.commons.math.stat.descriptive.moment.Variance",5
"33",1,"math","org.apache.commons.math.stat.descriptive.DescriptiveStatistics","org.apache.commons.math.util.ResizableDoubleArray",27
"34",1,"math","org.apache.commons.math.stat.inference.TTestImpl","org.apache.commons.math.stat.StatUtils",2
"35",1,"math","org.apache.commons.math.transform.FastFourierTransformer","org.apache.commons.math.complex.Complex",25
"36",1,"mockito","org.mockito.asm.AnnotationWriter","org.mockito.asm.ClassWriter",33
"37",1,"mockito","org.mockito.asm.MethodWriter","org.mockito.asm.ByteVector",92
"38",1,"mockito","org.mockito.cglib.core.ClassEmitter","org.mockito.cglib.transform.impl.InterceptFieldTransformer",8
"39",1,"mockito","org.mockito.cglib.core.CodeEmitter","org.mockito.cglib.core.ClassEmitter",1
"40",1,"mockito","org.mockito.cglib.core.CodeEmitter","org.mockito.cglib.core.TypeUtils",17
"41",1,"mockito","org.mockito.cglib.core.EmitUtils","org.mockito.cglib.core.CodeEmitter",12
"42",1,"mockito","org.mockito.cglib.proxy.Enhancer","org.mockito.cglib.core.ReflectUtils",35
"43",1,"mockito","org.mockito.cglib.proxy.Mixin$Generator","org.mockito.cglib.core.ReflectUtils",58
"44",1,"time","org.joda.time.base.AbstractPartial","org.joda.time.MonthDay",18
"45",1,"time","org.joda.time.base.BasePeriod","org.joda.time.base.AbstractPeriod",10
"46",1,"time","org.joda.time.chrono.BasicChronology","org.joda.time.chrono.EthiopicChronology",2
"47",1,"time","org.joda.time.chrono.BasicChronology","org.joda.time.chrono.IslamicChronology",52
"48",1,"time","org.joda.time.chrono.BasicWeekyearDateTimeField","org.joda.time.chrono.BasicChronology",68
"49",1,"time","org.joda.time.chrono.CopticChronology","org.joda.time.DateTimeZone",12
"50",1,"time","org.joda.time.chrono.GJChronology","org.joda.time.chrono.GJChronology$CutoverField",27
"51",1,"time","org.joda.time.chrono.GJChronology","org.joda.time.chrono.JulianChronology",14
"52",1,"time","org.joda.time.chrono.ISOChronology","org.joda.time.chrono.AssembledChronology",9
"53",1,"time","org.joda.time.chrono.ISOChronology","org.joda.time.DateTimeZone",70
"54",1,"time","org.joda.time.chrono.ZonedChronology","org.joda.time.chrono.AssembledChronology",12
"55",1,"time","org.joda.time.chrono.ZonedChronology","org.joda.time.DateTimeZone",1
"56",1,"time","org.joda.time.DateTimeUtils","org.joda.time.DateTimeZone",12
"57",1,"time","org.joda.time.DateTimeZone","org.joda.time.format.DateTimeFormat",1
"58",1,"time","org.joda.time.Days","org.joda.time.base.BaseSingleFieldPeriod",10
"59",1,"time","org.joda.time.format.DateTimeFormat","org.joda.time.format.DateTimeFormat$StyleFormatter",3
"60",1,"time","org.joda.time.format.DateTimeFormat","org.joda.time.format.DateTimeFormatterBuilder",4
"61",1,"time","org.joda.time.format.DateTimeFormatter","org.joda.time.format.DateTimeParserBucket",1
"62",1,"time","org.joda.time.format.DateTimeFormatterBuilder$TextField","org.joda.time.format.DateTimeParserBucket",5
"63",1,"time","org.joda.time.format.DateTimeParserBucket$SavedState","org.joda.time.format.DateTimeParserBucket",1
"64",1,"time","org.joda.time.format.ISODateTimeFormat","org.joda.time.format.DateTimeFormatterBuilder",1
"65",1,"time","org.joda.time.Hours","org.joda.time.base.BaseSingleFieldPeriod",12
"66",1,"time","org.joda.time.LocalDate","org.joda.time.format.ISODateTimeFormat",5
"67",1,"time","org.joda.time.LocalDateTime","org.joda.time.DateTimeZone",10
"68",1,"time","org.joda.time.LocalDateTime","org.joda.time.format.DateTimeFormatter",6
"69",1,"time","org.joda.time.LocalTime$Property","org.joda.time.LocalTime",3
"70",1,"time","org.joda.time.Minutes","org.joda.time.base.BaseSingleFieldPeriod",19
"71",1,"time","org.joda.time.MutableInterval","org.joda.time.base.BaseInterval",5
"72",1,"time","org.joda.time.MutablePeriod","org.joda.time.base.BasePeriod",14
"73",1,"time","org.joda.time.Period","org.joda.time.base.AbstractPeriod",8
"74",1,"time","org.joda.time.Period","org.joda.time.base.BasePeriod",9
"75",1,"time","org.joda.time.Period","org.joda.time.PeriodType",813
"76",1,"time","org.joda.time.Seconds","org.joda.time.base.BaseSingleFieldPeriod",10
"77",1,"time","org.joda.time.Weeks","org.joda.time.base.BaseSingleFieldPeriod",18
"78",1,"time","org.joda.time.YearMonthDay","org.joda.time.base.BasePartial",3
"79",2,"closure","com.google.javascript.rhino.head.IdScriptableObject","com.google.javascript.rhino.head.ScriptableObject",21
"80",2,"closure","com.google.javascript.rhino.head.Interpreter","com.google.javascript.rhino.head.ScriptableObject",4
"81",2,"closure","com.google.javascript.rhino.head.IRFactory","com.google.javascript.rhino.head.Node",6
"82",2,"closure","com.google.javascript.rhino.head.IRFactory","com.google.javascript.rhino.head.Parser",2
"83",2,"closure","com.google.javascript.rhino.head.NativeArray","com.google.javascript.rhino.head.ScriptableObject",7
"84",2,"closure","com.google.javascript.rhino.head.NativeArray","com.google.javascript.rhino.head.ScriptRuntime",18
"85",2,"closure","com.google.javascript.rhino.head.NativeObject","com.google.javascript.rhino.head.ScriptableObject",16
"86",2,"closure","com.google.javascript.rhino.jstype.JSType","com.google.javascript.rhino.jstype.UnionType",11
"87",2,"closure","com.google.javascript.rhino.jstype.PrototypeObjectType","com.google.javascript.rhino.jstype.JSType",2
"88",2,"lang","org.apache.commons.lang3.builder.ReflectionToStringBuilder","org.apache.commons.lang3.builder.ToStringBuilder",2
"89",2,"lang","org.apache.commons.lang3.builder.ToStringBuilder","org.apache.commons.lang3.builder.ToStringStyle",6
"90",2,"lang","org.apache.commons.lang3.concurrent.MultiBackgroundInitializer","org.apache.commons.lang3.concurrent.BackgroundInitializer",12
"91",2,"lang","org.apache.commons.lang3.text.StrBuilder$StrBuilderReader","org.apache.commons.lang3.text.StrBuilder",2
"92",2,"lang","org.apache.commons.lang3.text.StrSubstitutor","org.apache.commons.lang3.text.StrBuilder",27
"93",2,"lang","org.apache.commons.lang3.text.StrTokenizer","org.apache.commons.lang3.text.StrMatcher",2
"94",2,"lang","org.apache.commons.lang3.text.translate.UnicodeEscaper","org.apache.commons.lang3.text.translate.CharSequenceTranslator",35
"95",2,"lang","org.apache.commons.lang3.time.DurationFormatUtils","org.apache.commons.lang3.time.DurationFormatUtils$Token",20
"96",2,"lang","org.apache.commons.lang3.time.FastDateFormat","org.apache.commons.lang3.time.FastDateFormat$TextField",16
