tool,execution_id,project,caller_class,callee_class,total_cb,covered_cb
cling,13,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.EthiopicChronology,4,3
cling,14,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.EthiopicChronology,4,3
cling,15,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.EthiopicChronology,4,3
cling,16,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.EthiopicChronology,4,3
cling,17,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.EthiopicChronology,4,3
cling,18,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.EthiopicChronology,4,3
cling,19,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.EthiopicChronology,4,3
cling,20,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.EthiopicChronology,4,3
cling,1,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,24
cling,2,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,25
cling,3,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,23
cling,4,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,24
cling,5,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,24
cling,6,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,25
cling,7,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,24
cling,8,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,23
cling,9,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,22
cling,10,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,24
cling,11,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,23
cling,12,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,25
cling,13,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,25
cling,14,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,24
cling,15,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,25
cling,16,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,25
cling,17,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,25
cling,18,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,25
cling,19,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,23
cling,20,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.IslamicChronology,26,24
cling,1,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,5
cling,2,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,3,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,4,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,5,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,6,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,7,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,5
cling,8,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,9,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,10,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,11,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,12,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,13,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,14,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,15,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,16,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,17,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,18,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,19,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,20,time,org.joda.time.base.AbstractPartial,org.joda.time.MonthDay,6,0
cling,1,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,33
cling,2,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,34
cling,3,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,34
cling,4,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,34
cling,5,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,34
cling,6,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,33
cling,7,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,28
cling,8,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,33
cling,9,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,33
cling,10,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,33
cling,11,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,34
cling,12,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,34
cling,13,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,34
cling,14,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,34
cling,15,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,34
cling,16,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,34
cling,17,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,33
cling,18,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,34
cling,19,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,33
cling,20,time,org.joda.time.MutablePeriod,org.joda.time.base.BasePeriod,36,31
cling,1,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,2,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,3,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,4,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,5,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,6,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,7,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,8,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,9,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,10,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,11,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,12,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,13,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,14,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,15,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,16,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,17,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,18,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,19,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,20,time,org.joda.time.DateTimeZone,org.joda.time.tz.FixedDateTimeZone,10,9
cling,1,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,2,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,3,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,4,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,5,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,6,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,7,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,8,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,9,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,10,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,11,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,12,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,13,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,14,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,15,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,16,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,17,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,7
cling,18,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,19,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,20,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonthDay,8,6
cling,1,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,2,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,3,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,4,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,5,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,6,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,7,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,8,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,9,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,10,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,11,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,12,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,13,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,14,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,15,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,16,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,17,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,18,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,19,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,13
cling,20,time,org.joda.time.YearMonthDay,org.joda.time.base.BasePartial,15,12
cling,1,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,2,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,3,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,4,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,5,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,6,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,7,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,8,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,9,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,10,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,11,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,12,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,13,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,14,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,15,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,5
cling,16,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,17,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,18,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,19,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,20,time,org.joda.time.base.AbstractPartial,org.joda.time.YearMonth,6,0
cling,1,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,2,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,3,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,4,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,5,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,6,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,7,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,8,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,9,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,10,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,11,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,12,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,13,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,14,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,15,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,16,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,17,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,18,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,19,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,20,time,org.joda.time.field.AbstractReadableInstantFieldProperty,org.joda.time.LocalTime$Property,0,0
cling,1,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,58
cling,2,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,3,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,4,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,5,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,6,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,7,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,8,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,9,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,58
cling,10,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,11,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,12,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,13,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,14,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,15,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,16,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,17,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,18,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,19,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,20,time,org.joda.time.Days,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,1,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,2,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,3,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,4,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,5,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,6,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,7,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,8,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,9,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,10,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,11,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,12,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,13,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,14,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,15,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,16,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,17,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,18,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,19,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,20,time,org.joda.time.base.AbstractPartial,org.joda.time.Partial,0,0
cling,1,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,2,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,3,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,4,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,0
cling,5,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,6,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,0
cling,7,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,0
cling,8,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,9,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,10,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,0
cling,11,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,12,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,13,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,14,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,15,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,16,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,17,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,18,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,19,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,0
cling,20,time,org.joda.time.MutableInterval,org.joda.time.base.BaseInterval,5,4
cling,1,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,2,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,3,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,4,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,5,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,6,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,7,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,8,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,9,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,10,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,11,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,12,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,13,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,14,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,15,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,16,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,17,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,18,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,19,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,20,time,org.joda.time.Minutes,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,1,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,2,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,3,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,4,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,5,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,6,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,7,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,8,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,9,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,10,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,11,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,12,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,13,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,14,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,15,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,16,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,17,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,18,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,19,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,56
cling,20,time,org.joda.time.Hours,org.joda.time.base.BaseSingleFieldPeriod,60,59
cling,1,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,51
cling,2,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,52
cling,3,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,50
cling,4,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,58
cling,5,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,56
cling,6,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,52
cling,7,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,46
cling,8,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,52
cling,9,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,50
cling,10,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,56
cling,11,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,52
cling,12,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,56
cling,13,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,56
cling,14,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,56
cling,15,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,52
cling,16,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,57
cling,17,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,54
cling,18,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,55
cling,19,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,56
cling,20,time,org.joda.time.base.BasePeriod,org.joda.time.base.AbstractPeriod,62,50
cling,1,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,2,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,3,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,4,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,9
cling,5,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,6,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,9
cling,7,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,8,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,9,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,10,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,11,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,12,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,13,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,14,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,15,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,16,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,9
cling,17,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,18,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,19,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,8
cling,20,time,org.joda.time.base.AbstractPartial,org.joda.time.TimeOfDay,10,9
cling,1,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.CopticChronology,4,3
cling,2,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.CopticChronology,4,3
cling,3,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.CopticChronology,4,3
cling,4,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.CopticChronology,4,3
cling,5,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.CopticChronology,4,3
cling,6,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.CopticChronology,4,3
cling,7,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.CopticChronology,4,3
cling,8,time,org.joda.time.chrono.BasicChronology,org.joda.time.chrono.CopticChronology,4,3
