tool,execution_id,project,caller_class,callee_class,total_cb,covered_cb
cling,10,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,1629,701
cling,11,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,1629,454
cling,12,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,1629,713
cling,13,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,1629,927
cling,14,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,1629,546
cling,15,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,1629,676
cling,16,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,1629,752
cling,17,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,1629,698
cling,18,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,1629,700
cling,19,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,1629,567
cling,20,math,org.apache.commons.math.analysis.LaguerreSolver,org.apache.commons.math.complex.Complex,1629,739
cling,1,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,13
cling,2,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,13
cling,3,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,12
cling,4,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,14
cling,5,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,13
cling,6,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,13
cling,7,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,13
cling,8,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,14
cling,9,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,13
cling,10,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,11
cling,11,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,14
cling,12,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,11
cling,13,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,14
cling,14,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,12
cling,15,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,14
cling,16,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,14
cling,17,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,14
cling,18,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,13
cling,19,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,13
cling,20,math,org.apache.commons.math.ode.SwitchState,org.apache.commons.math.analysis.BrentSolver,15,14
cling,1,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,2,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,3,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,4,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,5,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,6,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,7,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,8,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,9,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,10,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,11,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,12,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,13,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,14,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,15,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,16,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,17,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,18,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,19,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,20,math,org.apache.commons.math.complex.Complex,org.apache.commons.math.util.MathUtils,33,0
cling,1,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,2,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,3,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,4,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,5,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,6,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,7,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,8,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,9,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,10,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,11,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,12,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,13,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,14,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,15,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,16,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,17,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,18,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,19,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,20,math,org.apache.commons.math.linear.RealMatrixImpl,org.apache.commons.math.util.MathUtils,2,0
cling,1,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,2,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,3,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,4,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,5,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,6,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,7,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,8,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,9,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,10,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,11,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,12,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,13,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,14,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,15,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,16,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,17,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,18,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,19,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,20,math,org.apache.commons.math.stat.descriptive.SummaryStatistics,org.apache.commons.math.util.MathUtils,150,0
cling,1,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,114
cling,2,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,114
cling,3,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,90
cling,4,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,114
cling,5,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,113
cling,6,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,40
cling,7,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,114
cling,8,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,38
cling,9,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,114
cling,10,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,65
cling,11,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,114
cling,12,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,35
cling,13,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,31
cling,14,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,21
cling,15,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,114
cling,16,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,114
cling,17,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,122,114
cling,18,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,-1,0
cling,19,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,-1,0
cling,20,math,org.apache.commons.math.stat.descriptive.DescriptiveStatistics,org.apache.commons.math.util.ResizableDoubleArray,-1,0
cling,1,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,-1,0
cling,2,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,-1,0
cling,3,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,333
cling,4,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,389
cling,5,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,331
cling,6,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,333
cling,7,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,332
cling,8,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,333
cling,9,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,312
cling,10,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,333
cling,11,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,390
cling,12,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,393
cling,13,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,342
cling,14,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,333
cling,15,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,391
cling,16,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,386
cling,17,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,392
cling,18,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,391
cling,19,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,393
cling,20,math,org.apache.commons.math.transform.FastFourierTransformer,org.apache.commons.math.complex.Complex,430,393
cling,1,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,-1,0
cling,2,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,22
cling,3,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,-1,0
cling,4,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,22
cling,5,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,-1,0
cling,6,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,22
cling,7,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,22
cling,8,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,-1,0
cling,9,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,22
cling,10,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,22
cling,11,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,22
cling,12,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,22
cling,13,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,22
cling,14,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,22
cling,15,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,22
cling,16,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,22
cling,17,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,0
cling,18,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,22
cling,19,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,21
cling,20,math,org.apache.commons.math.linear.MatrixUtils,org.apache.commons.math.linear.BigMatrixImpl,82,18
cling,1,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,2,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,3,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,4,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,5,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,6,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,7,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,8,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,9,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,10,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,11,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,12,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,13,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,14,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,15,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,35
cling,16,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,17,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,18,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,19,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,38
cling,20,math,org.apache.commons.math.ode.ContinuousOutputModel,org.apache.commons.math.ode.AbstractStepInterpolator,62,37
cling,1,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,145
cling,2,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,154
cling,3,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,122
cling,4,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,120
cling,5,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,156
cling,6,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,121
cling,7,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,121
cling,8,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,156
cling,9,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,120
cling,10,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,120
cling,11,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,121
cling,12,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,155
cling,13,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,150
cling,14,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,156
cling,15,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,121
cling,16,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,157
cling,17,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,121
cling,18,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,146
cling,19,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,121
cling,20,math,org.apache.commons.math.ode.SwitchingFunctionsHandler,org.apache.commons.math.ode.SwitchState,311,95
cling,1,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,176
cling,2,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,194
cling,3,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,234
cling,4,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,197
cling,5,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,178
cling,6,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,188
cling,7,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,235
cling,8,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,217
cling,9,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,176
cling,10,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,188
cling,11,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,200
cling,12,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,194
cling,13,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,210
cling,14,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,198
cling,15,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,199
cling,16,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,197
cling,17,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,210
cling,18,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,194
cling,19,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,195
cling,20,math,org.apache.commons.math.ode.GraggBulirschStoerIntegrator,org.apache.commons.math.ode.SwitchingFunctionsHandler,315,197
cling,1,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,2,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,3,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,4,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,5,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,6,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,7,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,8,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,9,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,10,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,11,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,86
cling,12,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,13,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,92
cling,14,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,15,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,16,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,17,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,18,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,19,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,20,math,org.apache.commons.math.stat.inference.TTestImpl,org.apache.commons.math.stat.StatUtils,118,93
cling,1,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,2,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,3,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,4,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,5,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,6,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,7,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,8,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,9,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,10,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,11,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,12,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,13,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,14,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,15,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,16,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,17,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
cling,18,math,org.apache.commons.math.random.EmpiricalDistributionImpl,org.apache.commons.math.stat.descriptive.SummaryStatistics,82,10
